Data,Wartość dla NN Akcji (A),Waluta
2012-09-10,234.96,PLN
2012-09-11,235.23,PLN
2012-09-12,235.35,PLN
2012-09-13,235.77,PLN
2012-09-14,241.17,PLN
2012-09-17,240.25,PLN
2012-09-18,240.90,PLN
2012-09-19,241.65,PLN
2012-09-20,239.51,PLN
2012-09-21,239.37,PLN
2012-09-24,238.69,PLN
2012-09-25,239.82,PLN
2012-09-26,238.01,PLN
2012-09-27,240.05,PLN
2012-09-28,239.42,PLN
2012-10-01,241.95,PLN
2012-10-02,242.40,PLN
2012-10-03,242.07,PLN
2012-10-04,240.64,PLN
2012-10-05,243.96,PLN
2012-10-08,243.29,PLN
2012-10-09,241.99,PLN
2012-10-10,243.31,PLN
2012-10-11,243.66,PLN
2012-10-12,242.37,PLN
2012-10-15,243.11,PLN
2012-10-16,245.40,PLN
2012-10-17,245.25,PLN
2012-10-18,246.68,PLN
2012-10-19,242.02,PLN
2012-10-22,241.70,PLN
2012-10-23,238.84,PLN
2012-10-24,239.91,PLN
2012-10-25,239.94,PLN
2012-10-26,239.49,PLN
2012-10-29,238.76,PLN
2012-10-30,239.47,PLN
2012-10-31,239.83,PLN
2012-11-02,241.17,PLN
2012-11-05,241.09,PLN
2012-11-06,241.83,PLN
2012-11-07,239.89,PLN
2012-11-08,240.35,PLN
2012-11-09,239.21,PLN
2012-11-12,239.43,PLN
2012-11-13,240.41,PLN
2012-11-14,241.59,PLN
2012-11-15,241.65,PLN
2012-11-16,240.83,PLN
2012-11-19,244.52,PLN
2012-11-20,245.28,PLN
2012-11-21,244.45,PLN
2012-11-22,243.98,PLN
2012-11-23,244.96,PLN
2012-11-26,245.82,PLN
2012-11-27,246.10,PLN
2012-11-28,245.88,PLN
2012-11-29,246.94,PLN
2012-11-30,247.81,PLN
2012-12-03,249.21,PLN
2012-12-04,250.60,PLN
2012-12-05,251.61,PLN
2012-12-06,253.52,PLN
2012-12-07,251.83,PLN
2012-12-10,253.61,PLN
2012-12-11,256.84,PLN
2012-12-12,258.05,PLN
2012-12-13,257.64,PLN
2012-12-14,259.12,PLN
2012-12-17,259.92,PLN
2012-12-18,262.21,PLN
2012-12-19,265.08,PLN
2012-12-20,263.64,PLN
2012-12-21,262.42,PLN
2012-12-27,264.09,PLN
2012-12-28,262.88,PLN
2013-01-02,266.15,PLN
2013-01-03,266.76,PLN
2013-01-04,264.98,PLN
2013-01-07,263.28,PLN
2013-01-08,262.77,PLN
2013-01-09,262.93,PLN
2013-01-10,263.11,PLN
2013-01-11,262.95,PLN
2013-01-14,263.21,PLN
2013-01-15,261.89,PLN
2013-01-16,264.90,PLN
2013-01-17,265.79,PLN
2013-01-18,266.91,PLN
2013-01-21,267.96,PLN
2013-01-22,267.64,PLN
2013-01-23,267.56,PLN
2013-01-24,269.12,PLN
2013-01-25,267.25,PLN
2013-01-28,264.42,PLN
2013-01-29,264.62,PLN
2013-01-30,262.01,PLN
2013-01-31,261.93,PLN
2013-02-01,263.36,PLN
2013-02-04,261.08,PLN
2013-02-05,261.47,PLN
2013-02-06,258.89,PLN
2013-02-07,259.38,PLN
2013-02-08,261.16,PLN
2013-02-11,261.04,PLN
2013-02-12,260.59,PLN
2013-02-13,261.11,PLN
2013-02-14,260.15,PLN
2013-02-15,261.13,PLN
2013-02-18,261.43,PLN
2013-02-19,261.68,PLN
2013-02-20,259.64,PLN
2013-02-21,258.18,PLN
2013-02-22,258.55,PLN
2013-02-25,260.47,PLN
2013-02-26,258.27,PLN
2013-02-27,260.18,PLN
2013-02-28,260.55,PLN
2013-03-01,260.66,PLN
2013-03-04,259.36,PLN
2013-03-05,261.98,PLN
2013-03-06,263.27,PLN
2013-03-07,263.53,PLN
2013-03-08,265.52,PLN
2013-03-11,264.02,PLN
2013-03-12,264.36,PLN
2013-03-13,263.48,PLN
2013-03-14,264.63,PLN
2013-03-15,264.07,PLN
2013-03-18,261.94,PLN
2013-03-19,259.07,PLN
2013-03-20,259.45,PLN
2013-03-21,257.09,PLN
2013-03-22,254.41,PLN
2013-03-25,251.38,PLN
2013-03-26,252.56,PLN
2013-03-27,255.05,PLN
2013-03-28,254.61,PLN
2013-04-02,256.00,PLN
2013-04-03,252.20,PLN
2013-04-04,252.72,PLN
2013-04-05,252.06,PLN
2013-04-08,251.73,PLN
2013-04-09,252.40,PLN
2013-04-10,254.12,PLN
2013-04-11,257.12,PLN
2013-04-12,256.30,PLN
2013-04-15,251.80,PLN
2013-04-17,247.59,PLN
2013-04-18,244.31,PLN
2013-04-19,244.97,PLN
2013-04-22,244.80,PLN
2013-04-23,243.96,PLN
2013-04-24,245.50,PLN
2013-04-25,246.11,PLN
2013-04-26,247.54,PLN
2013-04-29,248.72,PLN
2013-04-30,249.84,PLN
2013-05-02,249.34,PLN
2013-05-06,251.99,PLN
2013-05-07,252.90,PLN
2013-05-08,254.45,PLN
2013-05-09,253.64,PLN
2013-05-10,253.56,PLN
2013-05-13,255.57,PLN
2013-05-14,258.20,PLN
2013-05-15,259.84,PLN
2013-05-16,258.79,PLN
2013-05-17,258.87,PLN
2013-05-20,258.37,PLN
2013-05-21,258.09,PLN
2013-05-22,259.38,PLN
2013-05-23,257.86,PLN
2013-05-24,260.26,PLN
2013-05-27,265.72,PLN
2013-05-28,266.89,PLN
2013-05-29,265.91,PLN
2013-05-31,267.10,PLN
2013-06-03,262.77,PLN
2013-06-04,265.29,PLN
2013-06-05,265.69,PLN
2013-06-06,264.08,PLN
2013-06-07,267.82,PLN
2013-06-10,268.67,PLN
2013-06-11,268.01,PLN
2013-06-12,268.62,PLN
2013-06-13,267.35,PLN
2013-06-14,267.99,PLN
2013-06-17,267.15,PLN
2013-06-18,266.71,PLN
2013-06-19,264.86,PLN
2013-06-20,254.94,PLN
2013-06-21,249.63,PLN
2013-06-24,249.96,PLN
2013-06-25,251.08,PLN
2013-06-26,250.72,PLN
2013-06-27,244.71,PLN
2013-06-28,249.38,PLN
2013-07-01,249.89,PLN
2013-07-02,253.89,PLN
2013-07-03,251.72,PLN
2013-07-04,254.26,PLN
2013-07-05,251.45,PLN
2013-07-08,248.34,PLN
2013-07-09,247.21,PLN
2013-07-10,250.83,PLN
2013-07-11,254.57,PLN
2013-07-12,256.81,PLN
2013-07-15,257.15,PLN
2013-07-16,256.58,PLN
2013-07-17,257.15,PLN
2013-07-18,256.75,PLN
2013-07-19,257.37,PLN
2013-07-22,257.21,PLN
2013-07-23,258.79,PLN
2013-07-24,259.17,PLN
2013-07-25,258.63,PLN
2013-07-26,256.69,PLN
2013-07-29,257.71,PLN
2013-07-30,258.80,PLN
2013-07-31,259.82,PLN
2013-08-01,262.24,PLN
2013-08-02,266.98,PLN
2013-08-05,267.34,PLN
2013-08-06,265.04,PLN
2013-08-07,266.65,PLN
2013-08-08,270.10,PLN
2013-08-09,271.95,PLN
2013-08-12,274.16,PLN
2013-08-13,275.32,PLN
2013-08-14,277.61,PLN
2013-08-16,276.27,PLN
2013-08-19,275.16,PLN
2013-08-20,272.19,PLN
2013-08-21,271.92,PLN
2013-08-22,275.43,PLN
2013-08-23,276.15,PLN
2013-08-26,275.52,PLN
2013-08-27,270.37,PLN
2013-08-28,268.35,PLN
2013-08-29,269.41,PLN
2013-08-30,269.43,PLN
2013-09-02,271.59,PLN
2013-09-03,270.01,PLN
2013-09-04,265.20,PLN
2013-09-05,254.57,PLN
2013-09-06,259.29,PLN
2013-09-09,264.56,PLN
2013-09-10,270.44,PLN
2013-09-11,272.44,PLN
2013-09-12,273.52,PLN
2013-09-13,271.41,PLN
2013-09-16,269.36,PLN
2013-09-17,271.55,PLN
2013-09-18,271.54,PLN
2013-09-19,275.16,PLN
2013-09-20,275.05,PLN
2013-09-23,273.92,PLN
2013-09-24,273.97,PLN
2013-09-25,275.19,PLN
2013-09-26,278.22,PLN
2013-09-27,277.80,PLN
2013-09-30,275.15,PLN
2013-10-01,278.01,PLN
2013-10-02,278.10,PLN
2013-10-03,278.73,PLN
2013-10-04,277.11,PLN
2013-10-07,275.64,PLN
2013-10-08,274.59,PLN
2013-10-09,275.35,PLN
2013-10-10,282.55,PLN
2013-10-11,284.19,PLN
2013-10-14,285.45,PLN
2013-10-15,286.25,PLN
2013-10-16,288.03,PLN
2013-10-17,286.75,PLN
2013-10-18,287.70,PLN
2013-10-21,294.36,PLN
2013-10-22,294.18,PLN
2013-10-23,292.41,PLN
2013-10-24,295.63,PLN
2013-10-25,295.85,PLN
2013-10-28,297.38,PLN
2013-10-29,299.34,PLN
2013-10-30,297.60,PLN
2013-10-31,295.19,PLN
2013-11-04,297.06,PLN
2013-11-05,294.26,PLN
2013-11-06,296.37,PLN
2013-11-07,296.04,PLN
2013-11-08,292.84,PLN
2013-11-12,292.01,PLN
2013-11-13,288.60,PLN
2013-11-14,290.74,PLN
2013-11-15,295.07,PLN
2013-11-18,301.26,PLN
2013-11-19,299.41,PLN
2013-11-20,299.43,PLN
2013-11-21,298.47,PLN
2013-11-22,299.87,PLN
2013-11-25,302.19,PLN
2013-11-26,298.57,PLN
2013-11-27,299.60,PLN
2013-11-28,298.07,PLN
2013-11-29,299.62,PLN
2013-12-02,295.49,PLN
2013-12-03,291.55,PLN
2013-12-04,289.25,PLN
2013-12-05,287.50,PLN
2013-12-06,287.95,PLN
2013-12-09,288.60,PLN
2013-12-10,287.80,PLN
2013-12-11,287.36,PLN
2013-12-12,283.86,PLN
2013-12-13,283.05,PLN
2013-12-16,282.69,PLN
2013-12-17,277.50,PLN
2013-12-18,278.69,PLN
2013-12-19,276.43,PLN
2013-12-20,278.46,PLN
2013-12-23,279.32,PLN
2013-12-27,277.62,PLN
2013-12-30,278.41,PLN
2014-01-02,279.87,PLN
2014-01-03,278.18,PLN
2014-01-07,272.75,PLN
2014-01-08,272.39,PLN
2014-01-09,268.48,PLN
2014-01-10,268.34,PLN
2014-01-13,272.21,PLN
2014-01-14,273.02,PLN
2014-01-15,275.60,PLN
2014-01-16,276.63,PLN
2014-01-17,274.71,PLN
2014-01-20,274.82,PLN
2014-01-21,277.78,PLN
2014-01-22,279.78,PLN
2014-01-23,277.75,PLN
2014-01-24,272.41,PLN
2014-01-27,269.55,PLN
2014-01-28,271.18,PLN
2014-01-29,269.65,PLN
2014-01-30,271.27,PLN
2014-01-31,273.64,PLN
2014-02-03,274.77,PLN
2014-02-04,272.65,PLN
2014-02-05,273.65,PLN
2014-02-06,279.32,PLN
2014-02-07,279.26,PLN
2014-02-10,278.71,PLN
2014-02-11,281.63,PLN
2014-02-12,284.89,PLN
2014-02-13,285.16,PLN
2014-02-14,285.66,PLN
2014-02-17,286.54,PLN
2014-02-18,285.42,PLN
2014-02-19,286.40,PLN
2014-02-20,283.89,PLN
2014-02-21,285.92,PLN
2014-02-24,288.84,PLN
2014-02-25,286.24,PLN
2014-02-26,282.43,PLN
2014-02-27,282.14,PLN
2014-02-28,287.04,PLN
2014-03-03,273.45,PLN
2014-03-04,279.77,PLN
2014-03-05,279.89,PLN
2014-03-06,281.40,PLN
2014-03-07,278.46,PLN
2014-03-10,274.27,PLN
2014-03-11,274.73,PLN
2014-03-12,271.15,PLN
2014-03-13,268.32,PLN
2014-03-14,266.15,PLN
2014-03-17,272.34,PLN
2014-03-18,271.68,PLN
2014-03-19,269.84,PLN
2014-03-20,271.16,PLN
2014-03-21,270.98,PLN
2014-03-24,270.55,PLN
2014-03-25,274.04,PLN
2014-03-26,276.93,PLN
2014-03-27,276.71,PLN
2014-03-28,277.83,PLN
2014-03-31,280.56,PLN
2014-04-01,281.75,PLN
2014-04-02,283.33,PLN
2014-04-03,281.39,PLN
2014-04-04,283.02,PLN
2014-04-07,281.24,PLN
2014-04-08,282.32,PLN
2014-04-09,281.99,PLN
2014-04-10,282.71,PLN
2014-04-11,281.55,PLN
2014-04-14,279.29,PLN
2014-04-15,276.14,PLN
2014-04-16,274.54,PLN
2014-04-17,277.87,PLN
2014-04-22,279.69,PLN
2014-04-23,279.36,PLN
2014-04-24,278.19,PLN
2014-04-25,276.55,PLN
2014-04-28,277.39,PLN
2014-04-29,278.63,PLN
2014-04-30,279.09,PLN
2014-05-02,278.67,PLN
2014-05-05,276.47,PLN
2014-05-06,274.77,PLN
2014-05-07,273.39,PLN
2014-05-08,274.47,PLN
2014-05-09,272.76,PLN
2014-05-12,275.25,PLN
2014-05-13,275.75,PLN
2014-05-14,277.33,PLN
2014-05-15,275.48,PLN
2014-05-16,275.27,PLN
2014-05-19,276.22,PLN
2014-05-20,276.65,PLN
2014-05-21,277.34,PLN
2014-05-22,281.45,PLN
2014-05-23,282.38,PLN
2014-05-26,283.25,PLN
2014-05-27,282.61,PLN
2014-05-28,281.64,PLN
2014-05-29,283.86,PLN
2014-05-30,281.66,PLN
2014-06-02,282.21,PLN
2014-06-03,282.67,PLN
2014-06-04,282.81,PLN
2014-06-05,284.26,PLN
2014-06-06,286.00,PLN
2014-06-09,285.01,PLN
2014-06-10,286.52,PLN
2014-06-11,285.30,PLN
2014-06-12,284.43,PLN
2014-06-13,283.93,PLN
2014-06-16,282.79,PLN
2014-06-17,284.68,PLN
2014-06-18,285.35,PLN
2014-06-20,284.95,PLN
2014-06-23,285.61,PLN
2014-06-24,285.35,PLN
2014-06-25,281.59,PLN
2014-06-26,280.54,PLN
2014-06-27,280.75,PLN
2014-06-30,281.45,PLN
2014-07-01,280.19,PLN
2014-07-02,276.35,PLN
2014-07-03,275.20,PLN
2014-07-04,275.64,PLN
2014-07-07,277.23,PLN
2014-07-08,276.26,PLN
2014-07-09,274.96,PLN
2014-07-10,273.65,PLN
2014-07-11,276.12,PLN
2014-07-14,277.41,PLN
2014-07-15,277.65,PLN
2014-07-16,277.83,PLN
2014-07-17,277.51,PLN
2014-07-18,276.36,PLN
2014-07-21,276.30,PLN
2014-07-22,278.24,PLN
2014-07-23,278.39,PLN
2014-07-24,278.79,PLN
2014-07-25,279.14,PLN
2014-07-28,279.06,PLN
2014-07-29,277.85,PLN
2014-07-30,274.45,PLN
2014-07-31,273.24,PLN
2014-08-01,274.63,PLN
2014-08-04,276.96,PLN
2014-08-05,276.65,PLN
2014-08-06,275.19,PLN
2014-08-07,272.37,PLN
2014-08-08,270.41,PLN
2014-08-11,273.99,PLN
2014-08-12,274.04,PLN
2014-08-13,277.34,PLN
2014-08-14,279.28,PLN
2014-08-18,282.71,PLN
2014-08-19,282.69,PLN
2014-08-20,283.91,PLN
2014-08-21,284.56,PLN
2014-08-22,283.79,PLN
2014-08-25,284.83,PLN
2014-08-26,286.35,PLN
2014-08-27,286.44,PLN
2014-08-28,282.26,PLN
2014-08-29,282.61,PLN
2014-09-01,284.95,PLN
2014-09-02,286.48,PLN
2014-09-03,291.57,PLN
2014-09-04,293.56,PLN
2014-09-05,293.95,PLN
2014-09-08,294.98,PLN
2014-09-09,294.29,PLN
2014-09-10,294.82,PLN
2014-09-11,292.44,PLN
2014-09-12,292.77,PLN
2014-09-15,294.39,PLN
2014-09-16,295.76,PLN
2014-09-17,297.69,PLN
2014-09-18,296.91,PLN
2014-09-19,299.64,PLN
2014-09-22,298.39,PLN
2014-09-23,294.80,PLN
2014-09-24,294.06,PLN
2014-09-25,294.72,PLN
2014-09-26,294.82,PLN
2014-09-29,294.38,PLN
2014-09-30,295.75,PLN
2014-10-01,292.03,PLN
2014-10-02,289.47,PLN
2014-10-03,291.23,PLN
2014-10-06,291.76,PLN
2014-10-07,290.42,PLN
2014-10-08,287.58,PLN
2014-10-09,289.22,PLN
2014-10-10,285.46,PLN
2014-10-13,285.02,PLN
2014-10-14,285.64,PLN
2014-10-15,283.96,PLN
2014-10-16,282.67,PLN
2014-10-17,284.82,PLN
2014-10-20,284.09,PLN
2014-10-21,287.81,PLN
2014-10-22,288.83,PLN
2014-10-23,289.96,PLN
2014-10-24,289.88,PLN
2014-10-27,290.11,PLN
2014-10-28,291.53,PLN
2014-10-29,290.51,PLN
2014-10-30,289.79,PLN
2014-10-31,291.55,PLN
2014-11-03,291.95,PLN
2014-11-04,292.07,PLN
2014-11-05,290.32,PLN
2014-11-06,289.69,PLN
2014-11-07,289.66,PLN
2014-11-10,289.59,PLN
2014-11-12,289.34,PLN
2014-11-13,288.31,PLN
2014-11-14,290.08,PLN
2014-11-17,289.24,PLN
2014-11-18,290.25,PLN
2014-11-19,289.89,PLN
2014-11-20,287.66,PLN
2014-11-21,290.37,PLN
2014-11-24,289.15,PLN
2014-11-25,288.03,PLN
2014-11-26,289.61,PLN
2014-11-27,290.13,PLN
2014-11-28,290.18,PLN
2014-12-01,289.39,PLN
2014-12-02,292.00,PLN
2014-12-03,292.12,PLN
2014-12-04,290.56,PLN
2014-12-05,291.73,PLN
2014-12-08,290.92,PLN
2014-12-09,287.75,PLN
2014-12-10,285.74,PLN
2014-12-11,286.14,PLN
2014-12-12,284.87,PLN
2014-12-15,281.26,PLN
2014-12-16,275.63,PLN
2014-12-17,276.94,PLN
2014-12-18,282.23,PLN
2014-12-19,280.73,PLN
2014-12-22,281.76,PLN
2014-12-23,281.91,PLN
2014-12-29,280.71,PLN
2014-12-30,282.73,PLN
2015-01-02,282.90,PLN
2015-01-05,279.36,PLN
2015-01-07,283.78,PLN
2015-01-08,288.19,PLN
2015-01-09,287.09,PLN
2015-01-12,286.66,PLN
2015-01-13,290.09,PLN
2015-01-14,288.49,PLN
2015-01-15,283.65,PLN
2015-01-16,282.94,PLN
2015-01-19,281.85,PLN
2015-01-20,282.09,PLN
2015-01-21,286.19,PLN
2015-01-22,288.15,PLN
2015-01-23,289.40,PLN
2015-01-26,289.54,PLN
2015-01-27,289.25,PLN
2015-01-28,288.04,PLN
2015-01-29,289.94,PLN
2015-01-30,290.15,PLN
2015-02-02,289.04,PLN
2015-02-03,290.35,PLN
2015-02-04,289.65,PLN
2015-02-05,290.39,PLN
2015-02-06,290.90,PLN
2015-02-09,288.47,PLN
2015-02-10,288.63,PLN
2015-02-11,287.37,PLN
2015-02-12,290.23,PLN
2015-02-13,292.10,PLN
2015-02-16,294.09,PLN
2015-02-17,293.68,PLN
2015-02-18,293.20,PLN
2015-02-19,293.24,PLN
2015-02-20,293.21,PLN
2015-02-23,295.49,PLN
2015-02-24,296.09,PLN
2015-02-25,295.04,PLN
2015-02-26,295.10,PLN
2015-02-27,295.93,PLN
2015-03-02,296.22,PLN
2015-03-03,292.82,PLN
2015-03-04,294.16,PLN
2015-03-05,295.24,PLN
2015-03-06,294.97,PLN
2015-03-09,295.47,PLN
2015-03-10,292.27,PLN
2015-03-11,294.16,PLN
2015-03-12,294.68,PLN
2015-03-13,293.31,PLN
2015-03-16,293.79,PLN
2015-03-17,295.36,PLN
2015-03-18,296.57,PLN
2015-03-19,300.02,PLN
2015-03-20,302.39,PLN
2015-03-23,302.27,PLN
2015-03-24,301.71,PLN
2015-03-25,300.63,PLN
2015-03-26,298.21,PLN
2015-03-27,298.24,PLN
2015-03-30,300.72,PLN
2015-03-31,300.34,PLN
2015-04-01,300.87,PLN
2015-04-02,302.06,PLN
2015-04-07,302.91,PLN
2015-04-08,303.32,PLN
2015-04-09,305.60,PLN
2015-04-10,305.58,PLN
2015-04-13,305.51,PLN
2015-04-14,304.98,PLN
2015-04-15,306.37,PLN
2015-04-16,307.78,PLN
2015-04-17,305.27,PLN
2015-04-20,308.21,PLN
2015-04-21,308.81,PLN
2015-04-22,309.74,PLN
2015-04-23,310.24,PLN
2015-04-24,310.71,PLN
2015-04-27,313.07,PLN
2015-04-28,312.67,PLN
2015-04-29,310.46,PLN
2015-04-30,310.52,PLN
2015-05-04,312.21,PLN
2015-05-05,310.55,PLN
2015-05-06,312.09,PLN
2015-05-07,312.07,PLN
2015-05-08,314.53,PLN
2015-05-11,315.20,PLN
2015-05-12,314.93,PLN
2015-05-13,314.64,PLN
2015-05-14,312.09,PLN
2015-05-15,312.68,PLN
2015-05-18,313.73,PLN
2015-05-19,314.51,PLN
2015-05-20,314.51,PLN
2015-05-21,314.95,PLN
2015-05-22,314.19,PLN
2015-05-25,310.38,PLN
2015-05-26,308.99,PLN
2015-05-27,311.32,PLN
2015-05-28,310.05,PLN
2015-05-29,308.90,PLN
2015-06-01,309.27,PLN
2015-06-02,307.67,PLN
2015-06-03,306.11,PLN
2015-06-05,303.71,PLN
2015-06-08,300.43,PLN
2015-06-09,298.60,PLN
2015-06-10,301.97,PLN
2015-06-11,301.81,PLN
2015-06-12,300.00,PLN
2015-06-15,299.53,PLN
2015-06-16,299.11,PLN
2015-06-17,296.18,PLN
2015-06-18,297.57,PLN
2015-06-19,296.19,PLN
2015-06-22,301.09,PLN
2015-06-23,301.03,PLN
2015-06-24,301.33,PLN
2015-06-25,301.24,PLN
2015-06-26,300.74,PLN
2015-06-29,295.99,PLN
2015-06-30,298.28,PLN
2015-07-01,296.35,PLN
2015-07-02,296.79,PLN
2015-07-03,295.18,PLN
2015-07-06,294.43,PLN
2015-07-07,290.51,PLN
2015-07-08,289.01,PLN
2015-07-09,290.79,PLN
2015-07-10,294.91,PLN
2015-07-13,296.04,PLN
2015-07-14,295.76,PLN
2015-07-15,295.94,PLN
2015-07-16,299.81,PLN
2015-07-17,299.02,PLN
2015-07-20,296.79,PLN
2015-07-21,298.21,PLN
2015-07-22,293.91,PLN
2015-07-23,294.06,PLN
2015-07-24,293.28,PLN
2015-07-27,291.98,PLN
2015-07-28,292.84,PLN
2015-07-29,294.80,PLN
2015-07-30,293.93,PLN
2015-07-31,297.68,PLN
2015-08-03,298.09,PLN
2015-08-04,299.44,PLN
2015-08-05,303.20,PLN
2015-08-06,298.29,PLN
2015-08-07,298.31,PLN
2015-08-10,300.80,PLN
2015-08-11,300.94,PLN
2015-08-12,298.57,PLN
2015-08-13,300.44,PLN
2015-08-14,297.93,PLN
2015-08-17,295.60,PLN
2015-08-18,294.37,PLN
2015-08-19,297.01,PLN
2015-08-20,296.68,PLN
2015-08-21,293.21,PLN
2015-08-24,276.99,PLN
2015-08-25,279.73,PLN
2015-08-26,279.36,PLN
2015-08-27,284.71,PLN
2015-08-28,287.42,PLN
2015-08-31,289.23,PLN
2015-09-01,283.51,PLN
2015-09-02,283.51,PLN
2015-09-03,287.65,PLN
2015-09-04,286.52,PLN
2015-09-07,284.61,PLN
2015-09-08,285.08,PLN
2015-09-09,285.52,PLN
2015-09-10,288.84,PLN
2015-09-11,288.83,PLN
2015-09-14,288.31,PLN
2015-09-15,287.89,PLN
2015-09-16,288.40,PLN
2015-09-17,290.06,PLN
2015-09-18,287.24,PLN
2015-09-21,288.43,PLN
2015-09-22,283.93,PLN
2015-09-23,281.73,PLN
2015-09-24,279.92,PLN
2015-09-25,281.26,PLN
2015-09-28,277.00,PLN
2015-09-29,277.33,PLN
2015-09-30,280.39,PLN
2015-10-01,279.43,PLN
2015-10-02,278.32,PLN
2015-10-05,283.66,PLN
2015-10-06,286.28,PLN
2015-10-07,287.96,PLN
2015-10-08,289.40,PLN
2015-10-09,291.98,PLN
2015-10-12,290.79,PLN
2015-10-13,289.21,PLN
2015-10-14,288.90,PLN
2015-10-15,291.29,PLN
2015-10-16,290.17,PLN
2015-10-19,289.46,PLN
2015-10-20,290.11,PLN
2015-10-21,289.57,PLN
2015-10-22,289.32,PLN
2015-10-23,290.17,PLN
2015-10-26,290.52,PLN
2015-10-27,290.62,PLN
2015-10-28,290.19,PLN
2015-10-29,285.64,PLN
2015-10-30,286.41,PLN
2015-11-02,289.16,PLN
2015-11-03,287.73,PLN
2015-11-04,288.10,PLN
2015-11-05,285.53,PLN
2015-11-06,283.17,PLN
2015-11-09,282.19,PLN
2015-11-10,282.65,PLN
2015-11-12,281.67,PLN
2015-11-13,278.05,PLN
2015-11-16,276.72,PLN
2015-11-17,280.39,PLN
2015-11-18,281.59,PLN
2015-11-19,280.69,PLN
2015-11-20,281.56,PLN
2015-11-23,277.45,PLN
2015-11-24,273.71,PLN
2015-11-25,274.32,PLN
2015-11-26,276.52,PLN
2015-11-27,274.49,PLN
2015-11-30,273.96,PLN
2015-12-01,274.07,PLN
2015-12-02,270.53,PLN
2015-12-03,268.86,PLN
2015-12-04,268.36,PLN
2015-12-07,267.88,PLN
2015-12-08,263.96,PLN
2015-12-09,259.81,PLN
2015-12-10,261.63,PLN
2015-12-11,256.98,PLN
2015-12-14,254.91,PLN
2015-12-15,257.08,PLN
2015-12-16,259.99,PLN
2015-12-17,264.59,PLN
2015-12-18,265.71,PLN
2015-12-21,267.20,PLN
2015-12-22,267.00,PLN
2015-12-23,268.17,PLN
2015-12-28,268.36,PLN
2015-12-29,270.61,PLN
2015-12-30,267.60,PLN
2016-01-04,261.98,PLN
2016-01-05,261.37,PLN
2016-01-07,256.32,PLN
2016-01-08,254.06,PLN
2016-01-11,251.26,PLN
2016-01-12,255.95,PLN
2016-01-13,258.33,PLN
2016-01-14,257.33,PLN
2016-01-15,253.26,PLN
2016-01-18,246.76,PLN
2016-01-19,248.40,PLN
2016-01-20,244.94,PLN
2016-01-21,245.82,PLN
2016-01-22,250.51,PLN
2016-01-25,250.93,PLN
2016-01-26,249.45,PLN
2016-01-27,250.85,PLN
2016-01-28,253.64,PLN
2016-01-29,256.56,PLN
2016-02-01,256.16,PLN
2016-02-02,252.52,PLN
2016-02-03,253.17,PLN
2016-02-04,257.85,PLN
2016-02-05,258.55,PLN
2016-02-08,255.44,PLN
2016-02-09,254.07,PLN
2016-02-10,253.55,PLN
2016-02-11,252.11,PLN
2016-02-12,253.15,PLN
2016-02-15,256.69,PLN
2016-02-16,255.72,PLN
2016-02-17,261.75,PLN
2016-02-18,261.94,PLN
2016-02-19,260.31,PLN
2016-02-22,263.33,PLN
2016-02-23,262.78,PLN
2016-02-24,259.48,PLN
2016-02-25,261.08,PLN
2016-02-26,262.54,PLN
2016-02-29,260.32,PLN
2016-03-01,260.60,PLN
2016-03-02,260.67,PLN
2016-03-03,266.52,PLN
2016-03-04,266.95,PLN
2016-03-07,268.94,PLN
2016-03-08,267.69,PLN
2016-03-09,267.34,PLN
2016-03-10,268.29,PLN
2016-03-11,270.13,PLN
2016-03-14,270.88,PLN
2016-03-15,270.00,PLN
2016-03-16,269.57,PLN
2016-03-17,273.65,PLN
2016-03-18,276.28,PLN
2016-03-21,275.19,PLN
2016-03-22,275.36,PLN
2016-03-23,273.07,PLN
2016-03-24,273.31,PLN
2016-03-29,275.41,PLN
2016-03-30,279.59,PLN
2016-03-31,279.98,PLN
2016-04-01,277.14,PLN
2016-04-04,278.83,PLN
2016-04-05,273.52,PLN
2016-04-06,271.34,PLN
2016-04-07,271.05,PLN
2016-04-08,272.74,PLN
2016-04-11,272.41,PLN
2016-04-12,271.82,PLN
2016-04-13,275.65,PLN
2016-04-14,276.40,PLN
2016-04-15,275.03,PLN
2016-04-18,275.11,PLN
2016-04-19,277.55,PLN
2016-04-20,277.48,PLN
2016-04-21,276.82,PLN
2016-04-22,276.61,PLN
2016-04-25,276.12,PLN
2016-04-26,275.48,PLN
2016-04-27,273.46,PLN
2016-04-28,273.74,PLN
2016-04-29,274.04,PLN
2016-05-02,274.00,PLN
2016-05-04,269.48,PLN
2016-05-05,266.35,PLN
2016-05-06,267.49,PLN
2016-05-09,267.01,PLN
2016-05-10,264.46,PLN
2016-05-11,263.57,PLN
2016-05-12,263.53,PLN
2016-05-13,263.49,PLN
2016-05-16,266.54,PLN
2016-05-17,265.41,PLN
2016-05-18,264.41,PLN
2016-05-19,259.93,PLN
2016-05-20,259.91,PLN
2016-05-23,261.55,PLN
2016-05-24,263.10,PLN
2016-05-25,264.50,PLN
2016-05-27,263.96,PLN
2016-05-30,264.16,PLN
2016-05-31,260.87,PLN
2016-06-01,255.34,PLN
2016-06-02,255.75,PLN
2016-06-03,259.34,PLN
2016-06-06,259.65,PLN
2016-06-07,262.84,PLN
2016-06-08,264.11,PLN
